borrower_id,pd,credit_score,risk_grade,recommended_action,below_policy_cutoff
84,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
85,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
86,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
87,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
88,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
89,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
90,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
91,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
92,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
93,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
94,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
95,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
96,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
97,0.1647940074906367,500.97700931978227,E,Decline or enhanced verification,True
98,0.01,715.3714262596125,B,Approve / standard terms,False
99,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
100,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
101,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
102,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
103,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
104,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
105,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
106,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
107,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
108,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
109,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
110,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
111,0.01,715.3714262596125,B,Approve / standard terms,False
112,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
113,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
114,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
115,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
116,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
117,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
118,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
119,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
120,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
121,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
122,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
123,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
124,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
125,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
126,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
127,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
128,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
129,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
130,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
131,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
132,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
133,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
134,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
135,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
136,0.01,715.3714262596125,B,Approve / standard terms,False
137,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
138,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
139,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
140,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
141,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
142,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
143,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
144,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
145,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
146,0.08056872037914692,559.5260953024713,D,Manual review / risk-based pricing,False
147,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
148,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
149,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
150,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
151,0.1925287356321839,487.3204517437896,E,Decline or enhanced verification,True
152,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
153,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
154,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
155,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
156,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
157,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
158,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
159,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
160,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
161,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
162,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
163,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
164,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
165,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
166,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
167,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
168,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
169,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
170,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
171,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
172,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
173,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
174,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
175,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
176,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
177,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
178,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
179,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
180,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
181,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
182,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
183,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
184,0.136986301369863,516.6711866862596,E,Decline or enhanced verification,True
185,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
186,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
187,0.5862068965517243,358.7785782291727,E,Decline or enhanced verification,True
188,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
189,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
190,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
191,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
192,0.7714285714285715,300.0,E,Decline or enhanced verification,True
193,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
194,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
195,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
196,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
197,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
198,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
199,0.01,715.3714262596125,B,Approve / standard terms,False
200,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
201,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
202,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
203,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
204,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
205,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
206,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
207,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
208,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
209,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
210,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
211,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
212,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
213,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
214,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
215,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
216,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
217,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
218,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
219,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
220,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
221,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
222,0.27184466019417475,454.97678367754577,E,Decline or enhanced verification,True
223,0.01,715.3714262596125,B,Approve / standard terms,False
224,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
225,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
226,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
227,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
228,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
229,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
230,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
231,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
232,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
233,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
234,0.01,715.3714262596125,B,Approve / standard terms,False
235,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
236,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
237,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
238,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
239,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
240,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
241,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
242,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
243,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
244,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
245,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
246,0.136986301369863,516.6711866862596,E,Decline or enhanced verification,True
247,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
248,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
249,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
250,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
251,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
252,0.4185022026431718,407.6305208070072,E,Decline or enhanced verification,True
253,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
254,0.136986301369863,516.6711866862596,E,Decline or enhanced verification,True
255,0.01,715.3714262596125,B,Approve / standard terms,False
256,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
257,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
258,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
259,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
260,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
261,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
262,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
263,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
264,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
265,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
266,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
267,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
268,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
269,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
270,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
271,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
272,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
273,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
274,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
275,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
276,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
277,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
278,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
279,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
280,0.1647940074906367,500.97700931978227,E,Decline or enhanced verification,True
281,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
282,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
283,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
284,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
285,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
286,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
287,0.4185022026431718,407.6305208070072,E,Decline or enhanced verification,True
288,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
289,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
290,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
291,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
292,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
293,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
294,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
295,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
296,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
297,0.27184466019417475,454.97678367754577,E,Decline or enhanced verification,True
298,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
299,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
300,0.0440771349862259,605.8431878845449,C,Approve with review or lower limit,False
301,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
302,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
303,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
304,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
305,0.136986301369863,516.6711866862596,E,Decline or enhanced verification,True
306,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
307,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
308,0.3419170243204578,431.13475740381324,E,Decline or enhanced verification,True
309,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
310,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
311,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
312,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
313,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
314,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
315,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
316,0.1647940074906367,500.97700931978227,E,Decline or enhanced verification,True
317,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
318,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
319,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
320,0.6879432624113475,326.87953407814035,E,Decline or enhanced verification,True
321,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
322,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
323,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
324,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
325,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
326,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
327,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
328,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
329,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
330,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
331,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
332,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
333,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
334,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
335,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
336,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
337,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
338,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
339,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
340,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
341,0.0171606864274571,675.8924152431309,B,Approve / standard terms,False
342,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
343,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
344,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
345,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
346,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
347,0.01,715.3714262596125,B,Approve / standard terms,False
348,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
349,0.01,715.3714262596125,B,Approve / standard terms,False
350,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
351,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
352,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
353,0.43956043956043955,401.4284576098386,E,Decline or enhanced verification,True
354,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
355,0.6879432624113475,326.87953407814035,E,Decline or enhanced verification,True
356,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
357,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
358,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
359,0.07193229901269393,568.3795168438193,D,Manual review / risk-based pricing,False
360,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
361,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
362,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
363,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
364,0.04054054054054054,612.1428261948082,C,Approve with review or lower limit,False
365,0.13432835820895522,518.306394939895,E,Decline or enhanced verification,True
366,0.0992,543.0433353402997,D,Manual review / risk-based pricing,True
367,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
368,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
369,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
370,0.5,383.9035952556319,E,Decline or enhanced verification,True
371,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
372,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
373,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
374,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
375,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
376,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
377,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
378,0.1647940074906367,500.97700931978227,E,Decline or enhanced verification,True
379,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
380,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
381,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
382,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
383,0.043668122270742356,606.5465434913225,C,Approve with review or lower limit,False
384,0.08249158249158249,557.6737240330859,D,Manual review / risk-based pricing,False
385,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
386,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
387,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
388,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
389,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
390,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
391,0.01,715.3714262596125,B,Approve / standard terms,False
392,0.110397946084724,534.4259346273877,E,Decline or enhanced verification,True
393,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
394,0.004076086956521739,780.5389396262647,A,Auto approve / best terms,False
395,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
396,0.0017730496453900709,840.7531508596435,A,Auto approve / best terms,False
397,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
398,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
399,0.43636363636363634,402.36528573891786,E,Decline or enhanced verification,True
400,0.5862068965517243,358.7785782291727,E,Decline or enhanced verification,True
401,0.01,715.3714262596125,B,Approve / standard terms,False
402,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
403,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
404,0.27184466019417475,454.97678367754577,E,Decline or enhanced verification,True
405,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
406,0.012093726379440665,701.5057665454036,B,Approve / standard terms,False
407,0.24675324675324675,464.4062693398312,E,Decline or enhanced verification,True
408,0.02131336405529954,659.9544338333955,C,Approve with review or lower limit,False
409,0.002228826151560178,824.2176496909462,A,Auto approve / best terms,False
410,0.03743961352657004,618.1155754358117,C,Approve with review or lower limit,False
411,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
412,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
413,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
414,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
415,0.007410838351088467,737.1744019894593,A,Auto approve / best terms,False
416,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
417,0.010564542753383956,711.3687636813106,B,Approve / standard terms,False
418,0.050387596899224806,595.7135062987059,D,Manual review / risk-based pricing,False
